game_pk,date,year,status,home_team,away_team,home_score,away_score,home_probable_pitcher,away_probable_pitcher
746086,2024-04-02,2024,Final,Miami Marlins,Los Angeles Angels,1.0,3.0,Jesús Luzardo,Tyler Anderson
745111,2024-04-02,2024,Final,Tampa Bay Rays,Texas Rangers,5.0,2.0,Zach Eflin,Andrew Heaney
746898,2024-04-02,2024,Final,Chicago Cubs,Colorado Rockies,12.0,2.0,Javier Assad,Kyle Freeland
746814,2024-04-02,2024,Final,Chicago White Sox,Atlanta Braves,3.0,2.0,Garrett Crochet,Reynaldo López
746411,2024-04-02,2024,Final,Houston Astros,Toronto Blue Jays,1.0,2.0,Framber Valdez,José Berríos
745680,2024-04-02,2024,Final,Oakland Athletics,Boston Red Sox,4.0,5.0,Alex Wood,Brayan Bello
745273,2024-04-02,2024,Final,Seattle Mariners,Cleveland Guardians,2.0,5.0,Luis Castillo,Shane Bieber
745439,2024-04-02,2024,Final,San Diego Padres,St. Louis Cardinals,2.0,5.0,Yu Darvish,Miles Mikolas
747220,2024-04-02,2024,Final,Arizona Diamondbacks,New York Yankees,7.0,0.0,Zac Gallen,Nestor Cortes
746169,2024-04-02,2024,Final,Los Angeles Dodgers,San Francisco Giants,5.0,4.0,Ryan Brasier,Logan Webb
745844,2024-04-02,2024,Final,New York Mets,Detroit Tigers,,,Adrian Houser,Casey Mize
747059,2024-04-03,2024,Final,Baltimore Orioles,Kansas City Royals,4.0,3.0,Corbin Burnes,Cole Ragans
745114,2024-04-03,2024,Final,Tampa Bay Rays,Texas Rangers,1.0,4.0,Aaron Civale,Nathan Eovaldi
746083,2024-04-03,2024,Final,Miami Marlins,Los Angeles Angels,2.0,10.0,A.J. Puk,Patrick Sandoval
746008,2024-04-03,2024,Final,Milwaukee Brewers,Minnesota Twins,3.0,7.0,Joe Ross,Chris Paddack
745678,2024-04-03,2024,Final,Oakland Athletics,Boston Red Sox,0.0,1.0,Ross Stripling,Nick Pivetta
747219,2024-04-03,2024,Final,Arizona Diamondbacks,New York Yankees,5.0,6.0,Merrill Kelly,Carlos Rodón
745603,2024-04-03,2024,Final,Philadelphia Phillies,Cincinnati Reds,1.0,4.0,Zack Wheeler,Frankie Montas
745275,2024-04-03,2024,Final,Seattle Mariners,Cleveland Guardians,0.0,8.0,George Kirby,Logan Allen
745440,2024-04-03,2024,Final,San Diego Padres,St. Louis Cardinals,3.0,2.0,Joe Musgrove,Zack Thompson
744869,2024-04-03,2024,Final,Washington Nationals,Pittsburgh Pirates,5.0,3.0,Trevor Williams,Mitch Keller
746900,2024-04-03,2024,Final,Chicago Cubs,Colorado Rockies,9.0,8.0,Luke Little,Cal Quantrill
746407,2024-04-03,2024,Final,Houston Astros,Toronto Blue Jays,8.0,0.0,Cristian Javier,Chris Bassitt
746163,2024-04-03,2024,Final,Los Angeles Dodgers,San Francisco Giants,5.0,4.0,Tyler Glasnow,Kyle Harrison
746816,2024-04-03,2024,Final,Chicago White Sox,Atlanta Braves,,,Dominic Leone,Spencer Strider
745843,2024-04-03,2024,Final,New York Mets,Detroit Tigers,,,Adrian Houser,Casey Mize
745844,2024-04-04,2024,Final,New York Mets,Detroit Tigers,3.0,6.0,Adrian Houser,Casey Mize
745843,2024-04-04,2024,Final,New York Mets,Detroit Tigers,2.0,1.0,José Buttó,Matt Manning
744870,2024-04-04,2024,Final,Washington Nationals,Pittsburgh Pirates,4.0,7.0,Josiah Gray,Martín Pérez
745928,2024-04-04,2024,Final,Minnesota Twins,Cleveland Guardians,2.0,4.0,Pablo López,Tanner Bibee
745200,2024-04-04,2024,Final,St. Louis Cardinals,Miami Marlins,8.0,5.0,Lance Lynn,Ryan Weathers
746327,2024-04-04,2024,Final,Kansas City Royals,Chicago White Sox,10.0,1.0,Seth Lugo,Michael Soroka
745764,2024-04-05,2024,Final,New York Yankees,Toronto Blue Jays,0.0,3.0,Marcus Stroman,Yusei Kikuchi
746497,2024-04-05,2024,Final,Detroit Tigers,Oakland Athletics,5.0,4.0,Tarik Skubal,JP Sears
746897,2024-04-05,2024,Final,Chicago Cubs,Los Angeles Dodgers,9.0,7.0,Kyle Hendricks,Bobby Miller
746576,2024-04-05,2024,Final,Colorado Rockies,Tampa Bay Rays,10.0,7.0,Austin Gomber,Zack Littell
745524,2024-04-05,2024,Final,Pittsburgh Pirates,Baltimore Orioles,2.0,5.0,Jared Jones,Grayson Rodriguez
745361,2024-04-05,2024,Final,San Francisco Giants,San Diego Padres,3.0,2.0,Jordan Hicks,Dylan Cease
746733,2024-04-05,2024,Final,Cincinnati Reds,New York Mets,2.0,3.0,Hunter Greene,Jose Quintana
744874,2024-04-05,2024,Final,Washington Nationals,Philadelphia Phillies,0.0,4.0,Patrick Corbin,Aaron Nola
747143,2024-04-05,2024,Final,Atlanta Braves,Arizona Diamondbacks,6.0,5.0,Spencer Strider,Tommy Henry
746328,2024-04-05,2024,Final,Kansas City Royals,Chicago White Sox,2.0,1.0,Brady Singer,Erick Fedde
745033,2024-04-05,2024,Final,Texas Rangers,Houston Astros,10.0,2.0,Cody Bradford,Hunter Brown
746007,2024-04-05,2024,Final,Milwaukee Brewers,Seattle Mariners,6.0,5.0,Freddy Peralta,Logan Gilbert
746249,2024-04-05,2024,Final,Los Angeles Angels,Boston Red Sox,6.0,8.0,Griffin Canning,Kutter Crawford
746498,2024-04-06,2024,Final,Detroit Tigers,Oakland Athletics,0.0,4.0,Kenta Maeda,Paul Blackburn
745926,2024-04-06,2024,Final,Minnesota Twins,Cleveland Guardians,1.0,3.0,Joe Ryan,Carlos Carrasco
745197,2024-04-06,2024,Final,St. Louis Cardinals,Miami Marlins,3.0,1.0,Steven Matz,Trevor Rogers
746896,2024-04-06,2024,Final,Chicago Cubs,Los Angeles Dodgers,1.0,4.0,Jordan Wicks,Yoshinobu Yamamoto
745522,2024-04-06,2024,Final,Pittsburgh Pirates,Baltimore Orioles,5.0,4.0,Bailey Falter,Tyler Wells
744873,2024-04-06,2024,Final,Washington Nationals,Philadelphia Phillies,2.0,5.0,Jake Irvin,Ranger Suarez
746731,2024-04-06,2024,Final,Cincinnati Reds,New York Mets,9.0,6.0,Nick Martinez,Luis Severino
745031,2024-04-06,2024,Final,Texas Rangers,Houston Astros,7.0,2.0,Jon Gray,J.P. France
745766,2024-04-06,2024,Final,New York Yankees,Toronto Blue Jays,9.0,8.0,Clarke Schmidt,Kevin Gausman
746329,2024-04-06,2024,Final,Kansas City Royals,Chicago White Sox,3.0,0.0,Michael Wacha,Chris Flexen
746006,2024-04-06,2024,Final,Milwaukee Brewers,Seattle Mariners,3.0,5.0,DL Hall,Bryce Miller
747140,2024-04-06,2024,Final,Atlanta Braves,Arizona Diamondbacks,9.0,8.0,Max Fried,Brandon Pfaadt
746575,2024-04-06,2024,Final,Colorado Rockies,Tampa Bay Rays,6.0,8.0,Ryan Feltner,Tyler Alexander
745359,2024-04-06,2024,Final,San Francisco Giants,San Diego Padres,0.0,4.0,Keaton Winn,Michael King
746248,2024-04-06,2024,Final,Los Angeles Angels,Boston Red Sox,2.0,1.0,Reid Detmers,Garrett Whitlock
745523,2024-04-07,2024,Final,Pittsburgh Pirates,Baltimore Orioles,3.0,2.0,Marco Gonzales,Dean Kremer
744871,2024-04-07,2024,Final,Washington Nationals,Philadelphia Phillies,3.0,2.0,MacKenzie Gore,Cristopher Sánchez
747141,2024-04-07,2024,Final,Atlanta Braves,Arizona Diamondbacks,5.0,2.0,Chris Sale,Ryne Nelson
745765,2024-04-07,2024,Final,New York Yankees,Toronto Blue Jays,8.0,3.0,Luis Gil,Bowden Francis
746734,2024-04-07,2024,Final,Cincinnati Reds,New York Mets,1.0,3.0,Andrew Abbott,Sean Manaea
746493,2024-04-07,2024,Final,Detroit Tigers,Oakland Athletics,1.0,7.0,Jack Flaherty,Joe Boyle
746330,2024-04-07,2024,Final,Kansas City Royals,Chicago White Sox,5.0,3.0,Alec Marsh,Garrett Crochet
746003,2024-04-07,2024,Final,Milwaukee Brewers,Seattle Mariners,12.0,4.0,Colin Rea,Emerson Hancock
745198,2024-04-07,2024,Final,St. Louis Cardinals,Miami Marlins,3.0,10.0,Kyle Gibson,Max Meyer
746895,2024-04-07,2024,Final,Chicago Cubs,Los Angeles Dodgers,8.0,1.0,Shota Imanaga,Gavin Stone
746574,2024-04-07,2024,Final,Colorado Rockies,Tampa Bay Rays,2.0,3.0,Dakota Hudson,Ryan Pepiot
745362,2024-04-07,2024,Final,San Francisco Giants,San Diego Padres,3.0,2.0,Logan Webb,Matt Waldron
746251,2024-04-07,2024,Final,Los Angeles Angels,Boston Red Sox,2.0,12.0,Chase Silseth,Tanner Houck
745032,2024-04-07,2024,Final,Texas Rangers,Houston Astros,1.0,3.0,Dane Dunning,Ronel Blanco
745927,2024-04-07,2024,Final,Minnesota Twins,Cleveland Guardians,,,Bailey Ober,Triston McKenzie
746654,2024-04-08,2024,Final,Cleveland Guardians,Chicago White Sox,4.0,0.0,Triston McKenzie,Tanner Banks
745761,2024-04-08,2024,Final,New York Yankees,Miami Marlins,7.0,0.0,Nestor Cortes,Jesús Luzardo
745520,2024-04-08,2024,Final,Pittsburgh Pirates,Detroit Tigers,7.0,4.0,Mitch Keller,Reese Olson
746735,2024-04-08,2024,Final,Cincinnati Reds,Milwaukee Brewers,10.0,8.0,Graham Ashcraft,Aaron Ashby
744956,2024-04-08,2024,Final,Toronto Blue Jays,Seattle Mariners,5.0,2.0,José Berríos,Luis Castillo
747142,2024-04-08,2024,Final,Atlanta Braves,New York Mets,7.0,8.0,Charlie Morton,Julio Teheran
745925,2024-04-08,2024,Final,Minnesota Twins,Los Angeles Dodgers,2.0,4.0,Bailey Ober,James Paxton
745194,2024-04-08,2024,Final,St. Louis Cardinals,Philadelphia Phillies,3.0,5.0,Miles Mikolas,Spencer Turnbull
745034,2024-04-08,2024,Final,Texas Rangers,Houston Astros,5.0,10.0,Andrew Heaney,Blair Henley
746569,2024-04-08,2024,Final,Colorado Rockies,Arizona Diamondbacks,7.0,5.0,Kyle Freeland,Zac Gallen
746252,2024-04-08,2024,Final,Los Angeles Angels,Tampa Bay Rays,7.0,1.0,Tyler Anderson,Zach Eflin
745432,2024-04-08,2024,Final,San Diego Padres,Chicago Cubs,9.0,8.0,Yu Darvish,Javier Assad
745363,2024-04-08,2024,Final,San Francisco Giants,Washington Nationals,1.0,8.0,Blake Snell,Trevor Williams
745517,2024-04-09,2024,Final,Pittsburgh Pirates,Detroit Tigers,3.0,5.0,Martín Pérez,Casey Mize
746981,2024-04-09,2024,Final,Boston Red Sox,Baltimore Orioles,1.0,7.0,Brayan Bello,Corbin Burnes
746653,2024-04-09,2024,Final,Cleveland Guardians,Chicago White Sox,5.0,7.0,Logan Allen,Michael Soroka
746732,2024-04-09,2024,Final,Cincinnati Reds,Milwaukee Brewers,5.0,9.0,Frankie Montas,Joe Ross
745762,2024-04-09,2024,Final,New York Yankees,Miami Marlins,3.0,2.0,Carlos Rodón,A.J. Puk
744957,2024-04-09,2024,Final,Toronto Blue Jays,Seattle Mariners,5.0,3.0,Chris Bassitt,George Kirby
747138,2024-04-09,2024,Final,Atlanta Braves,New York Mets,6.0,5.0,Reynaldo López,Adrian Houser
746326,2024-04-09,2024,Final,Kansas City Royals,Houston Astros,4.0,3.0,Cole Ragans,Cristian Javier
745924,2024-04-09,2024,Final,Minnesota Twins,Los Angeles Dodgers,3.0,6.0,Louis Varland,Tyler Glasnow
745195,2024-04-09,2024,Final,St. Louis Cardinals,Philadelphia Phillies,3.0,0.0,Sonny Gray,Zack Wheeler
745030,2024-04-09,2024,Final,Texas Rangers,Oakland Athletics,3.0,4.0,Nathan Eovaldi,Alex Wood
746571,2024-04-09,2024,Final,Colorado Rockies,Arizona Diamondbacks,2.0,3.0,Cal Quantrill,Merrill Kelly
746250,2024-04-09,2024,Final,Los Angeles Angels,Tampa Bay Rays,4.0,6.0,Patrick Sandoval,Aaron Civale
745357,2024-04-09,2024,Final,San Francisco Giants,Washington Nationals,3.0,5.0,Kyle Harrison,Joan Adon
745433,2024-04-09,2024,Final,San Diego Padres,Chicago Cubs,1.0,5.0,Joe Musgrove,Ben Brown
745923,2024-04-10,2024,Final,Minnesota Twins,Los Angeles Dodgers,3.0,2.0,Chris Paddack,Bobby Miller
745196,2024-04-10,2024,Final,St. Louis Cardinals,Philadelphia Phillies,3.0,4.0,Lance Lynn,Aaron Nola
744950,2024-04-10,2024,Final,Toronto Blue Jays,Seattle Mariners,1.0,6.0,Yusei Kikuchi,Logan Gilbert
746573,2024-04-10,2024,Final,Colorado Rockies,Arizona Diamondbacks,3.0,5.0,Austin Gomber,Tommy Henry
745355,2024-04-10,2024,Final,San Francisco Giants,Washington Nationals,7.0,1.0,Jordan Hicks,Patrick Corbin
746247,2024-04-10,2024,Final,Los Angeles Angels,Tampa Bay Rays,2.0,4.0,José Soriano,Zack Littell
746655,2024-04-10,2024,Final,Cleveland Guardians,Chicago White Sox,7.0,6.0,Tanner Bibee,Erick Fedde
745429,2024-04-10,2024,Final,San Diego Padres,Chicago Cubs,10.0,2.0,Dylan Cease,Kyle Hendricks
746728,2024-04-10,2024,Final,Cincinnati Reds,Milwaukee Brewers,2.0,7.0,Hunter Greene,Wade Miley
745763,2024-04-10,2024,Final,New York Yankees,Miami Marlins,2.0,5.0,Marcus Stroman,Ryan Weathers
746980,2024-04-10,2024,Final,Boston Red Sox,Baltimore Orioles,5.0,7.0,Kutter Crawford,Cole Irvin
746323,2024-04-10,2024,Final,Kansas City Royals,Houston Astros,11.0,2.0,Seth Lugo,Spencer Arrighetti
745024,2024-04-10,2024,Final,Texas Rangers,Oakland Athletics,6.0,2.0,Cody Bradford,Ross Stripling
747139,2024-04-10,2024,Final,Atlanta Braves,New York Mets,,,Allan Winans,Jose Quintana
747137,2024-04-11,2024,Final,Atlanta Braves,New York Mets,4.0,16.0,Allan Winans,Jose Quintana
746322,2024-04-11,2024,Final,Kansas City Royals,Houston Astros,13.0,3.0,Brady Singer,Hunter Brown
745029,2024-04-11,2024,Final,Texas Rangers,Oakland Athletics,0.0,1.0,Jon Gray,JP Sears
745601,2024-04-11,2024,Final,Philadelphia Phillies,Pittsburgh Pirates,5.0,1.0,Ranger Suarez,Jared Jones
746977,2024-04-11,2024,Final,Boston Red Sox,Baltimore Orioles,4.0,9.0,Garrett Whitlock,Grayson Rodriguez
746490,2024-04-11,2024,Final,Detroit Tigers,Minnesota Twins,,,Tarik Skubal,Pablo López
746730,2024-04-11,2024,Final,Cincinnati Reds,Milwaukee Brewers,,,Nick Martinez,Freddy Peralta
746491,2024-04-12,2024,Final,Detroit Tigers,Minnesota Twins,8.0,2.0,Tarik Skubal,Pablo López
745596,2024-04-12,2024,Final,Philadelphia Phillies,Pittsburgh Pirates,2.0,5.0,Cristopher Sánchez,Bailey Falter
745112,2024-04-12,2024,Final,Tampa Bay Rays,San Francisco Giants,2.0,1.0,Jacob Waguespack,Keaton Winn
747055,2024-04-12,2024,Final,Baltimore Orioles,Milwaukee Brewers,1.0,11.0,Tyler Wells,Freddy Peralta
744954,2024-04-12,2024,Final,Toronto Blue Jays,Colorado Rockies,4.0,12.0,Kevin Gausman,Ryan Feltner
746978,2024-04-12,2024,Final,Boston Red Sox,Los Angeles Angels,0.0,7.0,Tanner Houck,Reid Detmers
745838,2024-04-12,2024,Final,New York Mets,Kansas City Royals,6.0,1.0,Luis Severino,Michael Wacha
746084,2024-04-12,2024,Final,Miami Marlins,Atlanta Braves,1.0,8.0,Trevor Rogers,Max Fried
746812,2024-04-12,2024,Final,Chicago White Sox,Cincinnati Reds,1.0,11.0,Chris Flexen,Andrew Abbott
746408,2024-04-12,2024,Final,Houston Astros,Texas Rangers,8.0,12.0,J.P. France,Dane Dunning
745679,2024-04-12,2024,Final,Oakland Athletics,Washington Nationals,2.0,1.0,Paul Blackburn,Jake Irvin
745274,2024-04-12,2024,Final,Seattle Mariners,Chicago Cubs,4.0,2.0,Bryce Miller,Jordan Wicks
747217,2024-04-12,2024,Final,Arizona Diamondbacks,St. Louis Cardinals,6.0,9.0,Brandon Pfaadt,Steven Matz
746162,2024-04-12,2024,Final,Los Angeles Dodgers,San Diego Padres,7.0,8.0,Yoshinobu Yamamoto,Michael King
746656,2024-04-12,2024,Final,Cleveland Guardians,New York Yankees,,,Carlos Carrasco,Clarke Schmidt
746656,2024-04-13,2024,Final,Cleveland Guardians,New York Yankees,2.0,3.0,Carlos Carrasco,Clarke Schmidt
746658,2024-04-13,2024,Final,Cleveland Guardians,New York Yankees,2.0,8.0,Triston McKenzie,Cody Poteet
746489,2024-04-13,2024,Final,Detroit Tigers,Minnesota Twins,5.0,11.0,Kenta Maeda,Joe Ryan
746490,2024-04-13,2024,Final,Detroit Tigers,Minnesota Twins,1.0,4.0,Matt Manning,Simeon Woods Richardson
745839,2024-04-13,2024,Final,New York Mets,Kansas City Royals,7.0,11.0,Sean Manaea,Alec Marsh
746811,2024-04-13,2024,Final,Chicago White Sox,Cincinnati Reds,0.0,5.0,Garrett Crochet,Nick Lodolo
744953,2024-04-13,2024,Final,Toronto Blue Jays,Colorado Rockies,5.0,3.0,Yariel Rodríguez,Dakota Hudson
746405,2024-04-13,2024,Final,Houston Astros,Texas Rangers,9.0,2.0,Ronel Blanco,Andrew Heaney
745594,2024-04-13,2024,Final,Philadelphia Phillies,Pittsburgh Pirates,4.0,3.0,Spencer Turnbull,Marco Gonzales
747054,2024-04-13,2024,Final,Baltimore Orioles,Milwaukee Brewers,5.0,11.0,Dean Kremer,DL Hall
745676,2024-04-13,2024,Final,Oakland Athletics,Washington Nationals,1.0,3.0,Joe Boyle,MacKenzie Gore
746979,2024-04-13,2024,Final,Boston Red Sox,Los Angeles Angels,7.0,2.0,Cooper Criswell,Griffin Canning
745110,2024-04-13,2024,Final,Tampa Bay Rays,San Francisco Giants,2.0,11.0,Ryan Pepiot,Logan Webb
746082,2024-04-13,2024,Final,Miami Marlins,Atlanta Braves,5.0,1.0,Max Meyer,Chris Sale
747215,2024-04-13,2024,Final,Arizona Diamondbacks,St. Louis Cardinals,4.0,2.0,Ryne Nelson,Kyle Gibson
746161,2024-04-13,2024,Final,Los Angeles Dodgers,San Diego Padres,5.0,2.0,Gavin Stone,Matt Waldron
745272,2024-04-13,2024,Final,Seattle Mariners,Chicago Cubs,1.0,4.0,Emerson Hancock,Shota Imanaga
746975,2024-04-14,2024,Final,Boston Red Sox,Los Angeles Angels,5.0,4.0,Brayan Bello,Tyler Anderson
745595,2024-04-14,2024,Final,Philadelphia Phillies,Pittsburgh Pirates,2.0,9.0,Zack Wheeler,Mitch Keller
747056,2024-04-14,2024,Final,Baltimore Orioles,Milwaukee Brewers,6.0,4.0,Corbin Burnes,Colin Rea
744952,2024-04-14,2024,Final,Toronto Blue Jays,Colorado Rockies,5.0,0.0,José Berríos,Kyle Freeland
