game_pk,date,year,status,home_team,away_team,home_score,away_score,home_probable_pitcher,away_probable_pitcher
778536,2025-03-29,2025,Final,Toronto Blue Jays,Baltimore Orioles,5.0,9.0,Max Scherzer,Dean Kremer
778535,2025-03-29,2025,Final,Washington Nationals,Philadelphia Phillies,6.0,11.0,Jake Irvin,Jesús Luzardo
778529,2025-03-29,2025,Final,Kansas City Royals,Cleveland Guardians,4.0,3.0,Seth Lugo,Gavin Williams
778540,2025-03-29,2025,Final,Cincinnati Reds,San Francisco Giants,3.0,2.0,Nick Lodolo,Justin Verlander
778537,2025-03-29,2025,Final,Tampa Bay Rays,Colorado Rockies,1.0,2.0,Zack Littell,Antonio Senzatela
778539,2025-03-29,2025,Final,Miami Marlins,Pittsburgh Pirates,5.0,4.0,Valente Bellozo,Bailey Falter
778531,2025-03-29,2025,Final,Texas Rangers,Boston Red Sox,4.0,3.0,Tyler Mahle,Walker Buehler
778530,2025-03-29,2025,Final,Houston Astros,New York Mets,2.0,1.0,Spencer Arrighetti,Griffin Canning
778520,2025-03-29,2025,Final,San Diego Padres,Atlanta Braves,1.0,0.0,Randy Vásquez,Spencer Schwellenbach
778532,2025-03-29,2025,Final,Arizona Diamondbacks,Chicago Cubs,3.0,4.0,Brandon Pfaadt,Shota Imanaga
778533,2025-03-29,2025,Final,Los Angeles Dodgers,Detroit Tigers,7.0,3.0,Roki Sasaki,Reese Olson
778521,2025-03-29,2025,Final,Seattle Mariners,Athletics,2.0,4.0,Bryce Miller,Osvaldo Bido
778526,2025-03-30,2025,Final,Washington Nationals,Philadelphia Phillies,5.0,1.0,Mitchell Parker,Aaron Nola
778523,2025-03-30,2025,Final,New York Yankees,Milwaukee Brewers,12.0,3.0,Marcus Stroman,Aaron Civale
778525,2025-03-30,2025,Final,Toronto Blue Jays,Baltimore Orioles,3.0,1.0,Chris Bassitt,Tomoyuki Sugano
778522,2025-03-30,2025,Final,Cincinnati Reds,San Francisco Giants,3.0,6.0,Nick Martinez,Robbie Ray
778524,2025-03-30,2025,Final,Tampa Bay Rays,Colorado Rockies,6.0,4.0,Taj Bradley,Ryan Feltner
778519,2025-03-30,2025,Final,Miami Marlins,Pittsburgh Pirates,3.0,2.0,Max Meyer,Andrew Heaney
778510,2025-03-30,2025,Final,Kansas City Royals,Cleveland Guardians,2.0,6.0,Michael Wacha,Tanner Bibee
778527,2025-03-30,2025,Final,Chicago White Sox,Los Angeles Angels,2.0,3.0,Davis Martin,Jack Kochanowicz
778517,2025-03-30,2025,Final,St. Louis Cardinals,Minnesota Twins,9.0,2.0,Andre Pallante,Bailey Ober
778516,2025-03-30,2025,Final,Texas Rangers,Boston Red Sox,3.0,2.0,Jacob deGrom,Richard Fitts
778515,2025-03-30,2025,Final,Arizona Diamondbacks,Chicago Cubs,10.0,6.0,Eduardo Rodriguez,Matthew Boyd
778513,2025-03-30,2025,Final,Seattle Mariners,Athletics,2.0,1.0,Bryan Woo,JP Sears
778514,2025-03-30,2025,Final,San Diego Padres,Atlanta Braves,5.0,0.0,Nick Pivetta,AJ Smith-Shawver
778506,2025-03-31,2025,Final,Chicago White Sox,Minnesota Twins,9.0,0.0,Martín Pérez,Chris Paddack
778504,2025-03-31,2025,Final,Milwaukee Brewers,Kansas City Royals,1.0,11.0,Elvin Rodríguez,Kris Bubic
778512,2025-03-31,2025,Final,Baltimore Orioles,Boston Red Sox,8.0,5.0,Cade Povich,Sean Newcomb
778502,2025-03-31,2025,Final,Philadelphia Phillies,Colorado Rockies,6.0,1.0,Cristopher Sánchez,Germán Márquez
778511,2025-03-31,2025,Final,Cincinnati Reds,Texas Rangers,14.0,3.0,Brady Singer,Kumar Rocker
778509,2025-03-31,2025,Final,Miami Marlins,New York Mets,4.0,10.0,Cal Quantrill,David Peterson
778508,2025-03-31,2025,Final,Tampa Bay Rays,Pittsburgh Pirates,6.0,1.0,Drew Rasmussen,Carmen Mlodzinski
778507,2025-03-31,2025,Final,Toronto Blue Jays,Washington Nationals,5.0,2.0,Bowden Francis,Michael Soroka
778503,2025-03-31,2025,Final,St. Louis Cardinals,Los Angeles Angels,4.0,5.0,Miles Mikolas,Tyler Anderson
778505,2025-03-31,2025,Final,Houston Astros,San Francisco Giants,2.0,7.0,Ronel Blanco,Jordan Hicks
778499,2025-03-31,2025,Final,San Diego Padres,Cleveland Guardians,7.0,2.0,Kyle Hart,Luis Ortiz
778496,2025-03-31,2025,Final,Seattle Mariners,Detroit Tigers,6.0,9.0,Emerson Hancock,Jackson Jobe
778501,2025-03-31,2025,Final,Athletics,Chicago Cubs,3.0,18.0,Joey Estes,Ben Brown
778500,2025-03-31,2025,Final,Los Angeles Dodgers,Atlanta Braves,6.0,1.0,Tyler Glasnow,Grant Holmes
778498,2025-04-01,2025,Final,Cincinnati Reds,Texas Rangers,0.0,1.0,Carson Spiers,Nathan Eovaldi
778497,2025-04-01,2025,Final,Miami Marlins,New York Mets,4.0,2.0,Sandy Alcantara,Kodai Senga
778493,2025-04-01,2025,Final,Tampa Bay Rays,Pittsburgh Pirates,7.0,0.0,Shane Baz,Thomas Harrington
778492,2025-04-01,2025,Final,New York Yankees,Arizona Diamondbacks,5.0,7.0,Will Warren,Corbin Burnes
778491,2025-04-01,2025,Final,Toronto Blue Jays,Washington Nationals,5.0,3.0,José Berríos,Trevor Williams
778490,2025-04-01,2025,Final,Chicago White Sox,Minnesota Twins,3.0,8.0,Shane Smith,Simeon Woods Richardson
778488,2025-04-01,2025,Final,Milwaukee Brewers,Kansas City Royals,5.0,0.0,Chad Patrick,Michael Lorenzen
778495,2025-04-01,2025,Final,St. Louis Cardinals,Los Angeles Angels,7.0,9.0,Matthew Liberatore,Kyle Hendricks
778489,2025-04-01,2025,Final,Houston Astros,San Francisco Giants,1.0,3.0,Hayden Wesneski,Logan Webb
778485,2025-04-01,2025,Final,San Diego Padres,Cleveland Guardians,7.0,0.0,Michael King,Logan Allen
778486,2025-04-01,2025,Final,Seattle Mariners,Detroit Tigers,1.0,4.0,Logan Gilbert,Casey Mize
778494,2025-04-01,2025,Final,Athletics,Chicago Cubs,4.0,7.0,Luis Severino,Justin Steele
778487,2025-04-01,2025,Final,Los Angeles Dodgers,Atlanta Braves,3.0,1.0,Dustin May,Chris Sale
778480,2025-04-02,2025,Final,Cincinnati Reds,Texas Rangers,0.0,1.0,Hunter Greene,Jack Leiter
778479,2025-04-02,2025,Final,Tampa Bay Rays,Pittsburgh Pirates,2.0,4.0,Ryan Pepiot,Paul Skenes
778477,2025-04-02,2025,Final,Milwaukee Brewers,Kansas City Royals,3.0,2.0,Freddy Peralta,Cole Ragans
778473,2025-04-02,2025,Final,St. Louis Cardinals,Los Angeles Angels,12.0,5.0,Sonny Gray,Yusei Kikuchi
778474,2025-04-02,2025,Final,Chicago White Sox,Minnesota Twins,1.0,6.0,Sean Burke,Pablo López
778478,2025-04-02,2025,Final,Toronto Blue Jays,Washington Nationals,4.0,2.0,Easton Lucas,MacKenzie Gore
778471,2025-04-02,2025,Final,Athletics,Chicago Cubs,2.0,10.0,Jeffrey Springs,Jameson Taillon
778476,2025-04-02,2025,Final,San Diego Padres,Cleveland Guardians,5.0,2.0,Dylan Cease,Ben Lively
778469,2025-04-02,2025,Final,Seattle Mariners,Detroit Tigers,3.0,2.0,Luis Castillo,Tarik Skubal
778475,2025-04-02,2025,Final,Houston Astros,San Francisco Giants,3.0,6.0,Framber Valdez,Landen Roupp
778481,2025-04-02,2025,Final,Miami Marlins,New York Mets,5.0,6.0,Connor Gillispie,Clay Holmes
778483,2025-04-02,2025,Final,Baltimore Orioles,Boston Red Sox,0.0,3.0,Zach Eflin,Garrett Crochet
778482,2025-04-02,2025,Final,Philadelphia Phillies,Colorado Rockies,5.0,1.0,Zack Wheeler,Kyle Freeland
778484,2025-04-02,2025,Final,New York Yankees,Arizona Diamondbacks,3.0,4.0,Carlos Rodón,Zac Gallen
778472,2025-04-02,2025,Final,Los Angeles Dodgers,Atlanta Braves,6.0,5.0,Blake Snell,Bryce Elder
778470,2025-04-03,2025,Final,Baltimore Orioles,Boston Red Sox,4.0,8.0,Charlie Morton,Tanner Houck
778467,2025-04-03,2025,Final,Philadelphia Phillies,Colorado Rockies,3.0,1.0,Taijuan Walker,Antonio Senzatela
778462,2025-04-03,2025,Final,Minnesota Twins,Houston Astros,2.0,5.0,Joe Ryan,Hunter Brown
778466,2025-04-03,2025,Final,New York Yankees,Arizona Diamondbacks,9.0,7.0,Carlos Carrasco,Merrill Kelly
778468,2025-04-03,2025,Final,Milwaukee Brewers,Cincinnati Reds,1.0,0.0,Nestor Cortes,Nick Lodolo
778458,2025-04-04,2025,Final,Detroit Tigers,Chicago White Sox,7.0,4.0,Jack Flaherty,Jonathan Cannon
778463,2025-04-04,2025,Final,Boston Red Sox,St. Louis Cardinals,13.0,9.0,Walker Buehler,Erick Fedde
778460,2025-04-04,2025,Final,Chicago Cubs,San Diego Padres,3.0,1.0,Shota Imanaga,Randy Vásquez
778465,2025-04-04,2025,Final,New York Mets,Toronto Blue Jays,5.0,0.0,Tylor Megill,Kevin Gausman
778456,2025-04-04,2025,Final,Colorado Rockies,Athletics,3.0,6.0,Ryan Feltner,Osvaldo Bido
778461,2025-04-04,2025,Final,Pittsburgh Pirates,New York Yankees,4.0,9.0,Mitch Keller,Max Fried
778444,2025-04-04,2025,Final,San Francisco Giants,Seattle Mariners,10.0,9.0,Justin Verlander,Luis F. Castillo
778457,2025-04-04,2025,Final,Washington Nationals,Arizona Diamondbacks,4.0,6.0,Jake Irvin,Brandon Pfaadt
778459,2025-04-04,2025,Final,Philadelphia Phillies,Los Angeles Dodgers,3.0,2.0,Jesús Luzardo,Yoshinobu Yamamoto
778464,2025-04-04,2025,Final,Atlanta Braves,Miami Marlins,10.0,0.0,Spencer Schwellenbach,Max Meyer
778455,2025-04-04,2025,Final,Kansas City Royals,Baltimore Orioles,8.0,2.0,Seth Lugo,Dean Kremer
778454,2025-04-04,2025,Final,Texas Rangers,Tampa Bay Rays,5.0,2.0,Tyler Mahle,Zack Littell
778453,2025-04-04,2025,Final,Milwaukee Brewers,Cincinnati Reds,3.0,2.0,Tyler Alexander,Nick Martinez
778447,2025-04-04,2025,Final,Los Angeles Angels,Cleveland Guardians,6.0,8.0,José Soriano,Gavin Williams
778445,2025-04-05,2025,Final,Detroit Tigers,Chicago White Sox,7.0,2.0,Reese Olson,Davis Martin
778440,2025-04-05,2025,Final,Minnesota Twins,Houston Astros,6.0,1.0,Bailey Ober,Spencer Arrighetti
778450,2025-04-05,2025,Final,Chicago Cubs,San Diego Padres,7.0,1.0,Matthew Boyd,Nick Pivetta
778452,2025-04-05,2025,Final,Washington Nationals,Arizona Diamondbacks,4.0,3.0,Mitchell Parker,Eduardo Rodriguez
778448,2025-04-05,2025,Final,Philadelphia Phillies,Los Angeles Dodgers,1.0,3.0,Aaron Nola,Roki Sasaki
778449,2025-04-05,2025,Final,Pittsburgh Pirates,New York Yankees,4.0,10.0,Bailey Falter,Marcus Stroman
778441,2025-04-05,2025,Final,Kansas City Royals,Baltimore Orioles,1.0,8.0,Michael Wacha,Tomoyuki Sugano
778438,2025-04-05,2025,Final,Texas Rangers,Tampa Bay Rays,6.0,4.0,Jacob deGrom,Taj Bradley
778446,2025-04-05,2025,Final,New York Mets,Toronto Blue Jays,3.0,2.0,Griffin Canning,Chris Bassitt
778439,2025-04-05,2025,Final,Milwaukee Brewers,Cincinnati Reds,7.0,11.0,Elvin Rodríguez,Brady Singer
778451,2025-04-05,2025,Final,Atlanta Braves,Miami Marlins,0.0,4.0,AJ Smith-Shawver,Cal Quantrill
778442,2025-04-05,2025,Final,Colorado Rockies,Athletics,4.0,7.0,Germán Márquez,JP Sears
778436,2025-04-05,2025,Final,San Francisco Giants,Seattle Mariners,4.0,1.0,Robbie Ray,Bryce Miller
778437,2025-04-05,2025,Final,Los Angeles Angels,Cleveland Guardians,10.0,4.0,Jack Kochanowicz,Tanner Bibee
778443,2025-04-05,2025,Final,Boston Red Sox,St. Louis Cardinals,,,Richard Fitts,Andre Pallante
778429,2025-04-06,2025,Final,Washington Nationals,Arizona Diamondbacks,5.0,4.0,Trevor Williams,Corbin Burnes
778443,2025-04-06,2025,Final,Boston Red Sox,St. Louis Cardinals,5.0,4.0,Sean Newcomb,Andre Pallante
778432,2025-04-06,2025,Final,Boston Red Sox,St. Louis Cardinals,18.0,7.0,Hunter Dobbins,Miles Mikolas
778434,2025-04-06,2025,Final,Philadelphia Phillies,Los Angeles Dodgers,8.0,7.0,Cristopher Sánchez,Tyler Glasnow
778428,2025-04-06,2025,Final,Pittsburgh Pirates,New York Yankees,5.0,4.0,Andrew Heaney,Will Warren
778435,2025-04-06,2025,Final,New York Mets,Toronto Blue Jays,2.0,1.0,David Peterson,Bowden Francis
778433,2025-04-06,2025,Final,Detroit Tigers,Chicago White Sox,4.0,3.0,Jackson Jobe,Martín Pérez
778422,2025-04-06,2025,Final,Kansas City Royals,Baltimore Orioles,4.0,1.0,Kris Bubic,Cade Povich
778419,2025-04-06,2025,Final,Minnesota Twins,Houston Astros,7.0,9.0,Chris Paddack,Ronel Blanco
778421,2025-04-06,2025,Final,Milwaukee Brewers,Cincinnati Reds,8.0,2.0,Chad Patrick,Carson Spiers
778430,2025-04-06,2025,Final,Chicago Cubs,San Diego Padres,7.0,8.0,Ben Brown,Kyle Hart
778420,2025-04-06,2025,Final,Texas Rangers,Tampa Bay Rays,4.0,3.0,Kumar Rocker,Drew Rasmussen
778423,2025-04-06,2025,Final,Colorado Rockies,Athletics,12.0,5.0,Chase Dollander,Joey Estes
778427,2025-04-06,2025,Final,San Francisco Giants,Seattle Mariners,5.0,4.0,Jordan Hicks,Bryan Woo
778425,2025-04-06,2025,Final,Los Angeles Angels,Cleveland Guardians,6.0,2.0,Tyler Anderson,Luis Ortiz
778431,2025-04-06,2025,Final,Atlanta Braves,Miami Marlins,,,Grant Holmes,Sandy Alcantara
778424,2025-04-07,2025,Final,Detroit Tigers,New York Yankees,6.0,2.0,Casey Mize,Carlos Rodón
778415,2025-04-07,2025,Final,Pittsburgh Pirates,St. Louis Cardinals,8.0,4.0,Carmen Mlodzinski,Matthew Liberatore
778418,2025-04-07,2025,Final,Washington Nationals,Los Angeles Dodgers,6.0,4.0,MacKenzie Gore,Dustin May
778426,2025-04-07,2025,Final,Boston Red Sox,Toronto Blue Jays,2.0,6.0,Richard Fitts,José Berríos
778416,2025-04-07,2025,Final,New York Mets,Miami Marlins,2.0,0.0,Kodai Senga,Valente Bellozo
778411,2025-04-07,2025,Final,Chicago Cubs,Texas Rangers,7.0,0.0,Justin Steele,Nathan Eovaldi
778412,2025-04-07,2025,Final,Kansas City Royals,Minnesota Twins,4.0,2.0,Michael Lorenzen,Simeon Woods Richardson
778413,2025-04-07,2025,Final,Arizona Diamondbacks,Baltimore Orioles,1.0,5.0,Zac Gallen,Zach Eflin
778405,2025-04-07,2025,Final,Seattle Mariners,Houston Astros,4.0,3.0,Logan Gilbert,Hayden Wesneski
778410,2025-04-07,2025,Final,San Francisco Giants,Cincinnati Reds,0.0,2.0,Logan Webb,Hunter Greene
778414,2025-04-07,2025,Final,Athletics,San Diego Padres,4.0,5.0,Luis Severino,Michael King
778403,2025-04-08,2025,Final,Detroit Tigers,New York Yankees,5.0,0.0,Tarik Skubal,Carlos Carrasco
778402,2025-04-08,2025,Final,Cleveland Guardians,Chicago White Sox,1.0,0.0,Ben Lively,Shane Smith
778407,2025-04-08,2025,Final,New York Mets,Miami Marlins,10.0,5.0,Clay Holmes,Connor Gillispie
778408,2025-04-08,2025,Final,Pittsburgh Pirates,St. Louis Cardinals,3.0,5.0,Paul Skenes,Sonny Gray
778409,2025-04-08,2025,Final,Washington Nationals,Los Angeles Dodgers,8.0,2.0,Brad Lord,Justin Wrobleski
778404,2025-04-08,2025,Final,Boston Red Sox,Toronto Blue Jays,1.0,6.0,Garrett Crochet,Easton Lucas
778417,2025-04-08,2025,Final,Tampa Bay Rays,Los Angeles Angels,3.0,4.0,Shane Baz,Kyle Hendricks
778406,2025-04-08,2025,Final,Atlanta Braves,Philadelphia Phillies,7.0,5.0,Chris Sale,Zack Wheeler
778401,2025-04-08,2025,Final,Chicago Cubs,Texas Rangers,10.0,6.0,Jameson Taillon,Patrick Corbin
778400,2025-04-08,2025,Final,Kansas City Royals,Minnesota Twins,2.0,1.0,Cole Ragans,Pablo López
778394,2025-04-08,2025,Final,Colorado Rockies,Milwaukee Brewers,1.0,7.0,Kyle Freeland,Freddy Peralta
778396,2025-04-08,2025,Final,Arizona Diamondbacks,Baltimore Orioles,4.0,3.0,Merrill Kelly,Charlie Morton
778398,2025-04-08,2025,Final,Seattle Mariners,Houston Astros,1.0,2.0,Luis Castillo,Framber Valdez
778397,2025-04-08,2025,Final,San Francisco Giants,Cincinnati Reds,0.0,1.0,Landen Roupp,Nick Lodolo
778395,2025-04-08,2025,Final,Athletics,San Diego Padres,10.0,4.0,Jeffrey Springs,Dylan Cease
778389,2025-04-09,2025,Final,Pittsburgh Pirates,St. Louis Cardinals,2.0,1.0,Mitch Keller,Erick Fedde
778390,2025-04-09,2025,Final,New York Mets,Miami Marlins,0.0,5.0,Tylor Megill,Max Meyer
778387,2025-04-09,2025,Final,Detroit Tigers,New York Yankees,3.0,4.0,Jack Flaherty,Max Fried
778385,2025-04-09,2025,Final,Chicago Cubs,Texas Rangers,2.0,6.0,Shota Imanaga,Tyler Mahle
778381,2025-04-09,2025,Final,Athletics,San Diego Padres,1.0,2.0,Osvaldo Bido,Randy Vásquez
778380,2025-04-09,2025,Final,Arizona Diamondbacks,Baltimore Orioles,9.0,0.0,Brandon Pfaadt,Dean Kremer
778376,2025-04-09,2025,Final,San Francisco Giants,Cincinnati Reds,8.0,6.0,Justin Verlander,Nick Martinez
778392,2025-04-09,2025,Final,Washington Nationals,Los Angeles Dodgers,5.0,6.0,Jake Irvin,Landon Knack
778383,2025-04-09,2025,Final,Seattle Mariners,Houston Astros,7.0,6.0,Luis F. Castillo,Hunter Brown
778391,2025-04-09,2025,Final,Cleveland Guardians,Chicago White Sox,3.0,2.0,Logan Allen,Sean Burke
778386,2025-04-09,2025,Final,Boston Red Sox,Toronto Blue Jays,1.0,2.0,Tanner Houck,Kevin Gausman
778399,2025-04-09,2025,Final,Tampa Bay Rays,Los Angeles Angels,5.0,4.0,Ryan Pepiot,Yusei Kikuchi
778393,2025-04-09,2025,Final,Atlanta Braves,Philadelphia Phillies,3.0,4.0,Grant Holmes,Taijuan Walker
778388,2025-04-09,2025,Final,Kansas City Royals,Minnesota Twins,0.0,4.0,Seth Lugo,Joe Ryan
778379,2025-04-09,2025,Final,Colorado Rockies,Milwaukee Brewers,2.0,17.0,Antonio Senzatela,Tyler Alexander
778382,2025-04-10,2025,Final,Tampa Bay Rays,Los Angeles Angels,1.0,11.0,Zack Littell,José Soriano
778378,2025-04-10,2025,Final,Cleveland Guardians,Chicago White Sox,6.0,1.0,Gavin Williams,Jonathan Cannon
778373,2025-04-10,2025,Final,Kansas City Royals,Minnesota Twins,3.0,2.0,Michael Wacha,Bailey Ober
778371,2025-04-10,2025,Final,Colorado Rockies,Milwaukee Brewers,7.0,2.0,Ryan Feltner,Quinn Priester
778377,2025-04-10,2025,Final,Boston Red Sox,Toronto Blue Jays,4.0,3.0,Walker Buehler,Chris Bassitt
778384,2025-04-10,2025,Final,Atlanta Braves,Philadelphia Phillies,4.0,2.0,Spencer Schwellenbach,Jesús Luzardo
778375,2025-04-11,2025,Final,Cleveland Guardians,Kansas City Royals,7.0,0.0,Tanner Bibee,Kris Bubic
778374,2025-04-11,2025,Final,Cincinnati Reds,Pittsburgh Pirates,5.0,3.0,Brady Singer,Bailey Falter
778367,2025-04-11,2025,Final,Tampa Bay Rays,Atlanta Braves,6.0,3.0,Taj Bradley,Bryce Elder
778370,2025-04-11,2025,Final,New York Yankees,San Francisco Giants,1.0,9.0,Marcus Stroman,Robbie Ray
778369,2025-04-11,2025,Final,Miami Marlins,Washington Nationals,4.0,7.0,Edward Cabrera,Mitchell Parker
778366,2025-04-11,2025,Final,Chicago White Sox,Boston Red Sox,11.0,1.0,Davis Martin,Sean Newcomb
778368,2025-04-11,2025,Final,Houston Astros,Los Angeles Angels,14.0,3.0,Ronel Blanco,Jack Kochanowicz
778363,2025-04-11,2025,Final,Minnesota Twins,Detroit Tigers,6.0,7.0,David Festa,Reese Olson
778365,2025-04-11,2025,Final,St. Louis Cardinals,Philadelphia Phillies,2.0,0.0,Andre Pallante,Aaron Nola
778361,2025-04-11,2025,Final,San Diego Padres,Colorado Rockies,8.0,0.0,Nick Pivetta,Germán Márquez
778360,2025-04-11,2025,Final,Seattle Mariners,Texas Rangers,5.0,3.0,Bryce Miller,Jacob deGrom
778364,2025-04-11,2025,Final,Arizona Diamondbacks,Milwaukee Brewers,0.0,7.0,Eduardo Rodriguez,Jose Quintana
778358,2025-04-11,2025,Final,Athletics,New York Mets,6.0,7.0,JP Sears,Griffin Canning
778356,2025-04-11,2025,Final,Los Angeles Dodgers,Chicago Cubs,3.0,0.0,Yoshinobu Yamamoto,Matthew Boyd
778372,2025-04-11,2025,Final,Baltimore Orioles,Toronto Blue Jays,,,Tomoyuki Sugano,Bowden Francis
778348,2025-04-12,2025,Final,Minnesota Twins,Detroit Tigers,0.0,4.0,Chris Paddack,Jackson Jobe
778347,2025-04-12,2025,Final,St. Louis Cardinals,Philadelphia Phillies,1.0,4.0,Miles Mikolas,Cristopher Sánchez
778355,2025-04-12,2025,Final,New York Yankees,San Francisco Giants,8.0,4.0,Will Warren,Jordan Hicks
778346,2025-04-12,2025,Final,Athletics,New York Mets,3.0,1.0,J.T. Ginn,David Peterson
778362,2025-04-12,2025,Final,Baltimore Orioles,Toronto Blue Jays,5.0,4.0,Tomoyuki Sugano,Bowden Francis
778353,2025-04-12,2025,Final,Tampa Bay Rays,Atlanta Braves,4.0,5.0,Drew Rasmussen,AJ Smith-Shawver
778349,2025-04-12,2025,Final,Chicago White Sox,Boston Red Sox,3.0,2.0,Martín Pérez,Richard Fitts
778354,2025-04-12,2025,Final,Miami Marlins,Washington Nationals,7.0,6.0,Sandy Alcantara,Trevor Williams
778359,2025-04-12,2025,Final,Cleveland Guardians,Kansas City Royals,6.0,3.0,Luis Ortiz,Michael Lorenzen
778357,2025-04-12,2025,Final,Cincinnati Reds,Pittsburgh Pirates,5.0,2.0,Andrew Abbott,Andrew Heaney
778351,2025-04-12,2025,Final,Houston Astros,Los Angeles Angels,1.0,4.0,Ryan Gusto,Tyler Anderson
778350,2025-04-12,2025,Final,Arizona Diamondbacks,Milwaukee Brewers,5.0,4.0,Corbin Burnes,Chad Patrick
778352,2025-04-12,2025,Final,San Diego Padres,Colorado Rockies,2.0,0.0,Kyle Hart,Chase Dollander
778345,2025-04-12,2025,Final,Los Angeles Dodgers,Chicago Cubs,0.0,16.0,Roki Sasaki,Ben Brown
778341,2025-04-12,2025,Final,Seattle Mariners,Texas Rangers,9.0,2.0,Bryan Woo,Kumar Rocker
778344,2025-04-13,2025,Final,Baltimore Orioles,Toronto Blue Jays,6.0,7.0,Cade Povich,José Berríos
778339,2025-04-13,2025,Final,New York Yankees,San Francisco Giants,4.0,5.0,Carlos Rodón,Logan Webb
778342,2025-04-13,2025,Final,Cleveland Guardians,Kansas City Royals,2.0,4.0,Ben Lively,Cole Ragans
778343,2025-04-13,2025,Final,Cincinnati Reds,Pittsburgh Pirates,4.0,0.0,Hunter Greene,Carmen Mlodzinski
778340,2025-04-13,2025,Final,Tampa Bay Rays,Atlanta Braves,8.0,3.0,Joe Boyle,Chris Sale
778337,2025-04-13,2025,Final,Miami Marlins,Washington Nationals,11.0,4.0,Cal Quantrill,MacKenzie Gore
778329,2025-04-13,2025,Final,Houston Astros,Los Angeles Angels,7.0,3.0,Hayden Wesneski,Kyle Hendricks
778335,2025-04-13,2025,Final,Minnesota Twins,Detroit Tigers,5.0,1.0,Simeon Woods Richardson,Casey Mize
778338,2025-04-13,2025,Final,Chicago White Sox,Boston Red Sox,1.0,3.0,Shane Smith,Garrett Crochet
778336,2025-04-13,2025,Final,St. Louis Cardinals,Philadelphia Phillies,7.0,0.0,Matthew Liberatore,Zack Wheeler
778333,2025-04-13,2025,Final,Athletics,New York Mets,0.0,8.0,Luis Severino,Kodai Senga
