game_pk,date,year,status,home_team,away_team,home_score,away_score,home_probable_pitcher,away_probable_pitcher
718749,2023-04-01,2023,Final,Los Angeles Dodgers,Arizona Diamondbacks,10.0,1.0,Clayton Kershaw,Madison Bumgarner
718746,2023-04-01,2023,Final,Seattle Mariners,Cleveland Guardians,0.0,2.0,Logan Gilbert,Aaron Civale
718742,2023-04-02,2023,Final,Tampa Bay Rays,Detroit Tigers,5.0,1.0,Jeffrey Springs,Joey Wentz
718748,2023-04-02,2023,Final,Boston Red Sox,Baltimore Orioles,9.0,5.0,Tanner Houck,Cole Irvin
718743,2023-04-02,2023,Final,Washington Nationals,Atlanta Braves,4.0,1.0,MacKenzie Gore,Jared Shuster
718747,2023-04-02,2023,Final,New York Yankees,San Francisco Giants,6.0,0.0,Jhony Brito,Ross Stripling
718744,2023-04-02,2023,Final,Cincinnati Reds,Pittsburgh Pirates,3.0,1.0,Graham Ashcraft,Vince Velasquez
718741,2023-04-02,2023,Final,Miami Marlins,New York Mets,1.0,5.0,Trevor Rogers,Kodai Senga
718745,2023-04-02,2023,Final,Kansas City Royals,Minnesota Twins,4.0,7.0,Brad Keller,Joe Ryan
718740,2023-04-02,2023,Final,Houston Astros,Chicago White Sox,3.0,6.0,Luis Garcia,Mike Clevinger
718737,2023-04-02,2023,Final,St. Louis Cardinals,Toronto Blue Jays,9.0,4.0,Jordan Montgomery,Chris Bassitt
718738,2023-04-02,2023,Final,Chicago Cubs,Milwaukee Brewers,5.0,9.0,Jameson Taillon,Eric Lauer
718734,2023-04-02,2023,Final,Oakland Athletics,Los Angeles Angels,0.0,6.0,Ken Waldichuk,Tyler Anderson
718736,2023-04-02,2023,Final,Los Angeles Dodgers,Arizona Diamondbacks,1.0,2.0,Noah Syndergaard,Zach Davies
718733,2023-04-02,2023,Final,San Diego Padres,Colorado Rockies,3.0,1.0,Seth Lugo,Austin Gomber
718735,2023-04-02,2023,Final,Seattle Mariners,Cleveland Guardians,5.0,6.0,Marco Gonzales,Cal Quantrill
718739,2023-04-02,2023,Final,Texas Rangers,Philadelphia Phillies,2.0,1.0,Martín Pérez,Bailey Falter
718731,2023-04-03,2023,Final,Milwaukee Brewers,New York Mets,10.0,0.0,Freddy Peralta,Carlos Carrasco
718730,2023-04-03,2023,Final,Chicago White Sox,San Francisco Giants,3.0,12.0,Michael Kopech,Anthony DeSclafani
718728,2023-04-03,2023,Final,Cincinnati Reds,Chicago Cubs,7.0,6.0,Connor Overton,Drew Smyly
718729,2023-04-03,2023,Final,Miami Marlins,Minnesota Twins,1.0,11.0,Johnny Cueto,Tyler Mahle
718732,2023-04-03,2023,Final,Washington Nationals,Tampa Bay Rays,2.0,6.0,Trevor Williams,Drew Rasmussen
718725,2023-04-03,2023,Final,New York Yankees,Philadelphia Phillies,8.0,1.0,Nestor Cortes,Taijuan Walker
718724,2023-04-03,2023,Final,Boston Red Sox,Pittsburgh Pirates,6.0,7.0,Kutter Crawford,Johan Oviedo
718719,2023-04-03,2023,Final,Kansas City Royals,Toronto Blue Jays,9.0,5.0,Brady Singer,José Berríos
718727,2023-04-03,2023,Final,St. Louis Cardinals,Atlanta Braves,4.0,8.0,Jake Woodford,Charlie Morton
718726,2023-04-03,2023,Final,Texas Rangers,Baltimore Orioles,0.0,2.0,Jon Gray,Kyle Bradish
718723,2023-04-03,2023,Final,Houston Astros,Detroit Tigers,6.0,7.0,Hunter Brown,Matthew Boyd
718721,2023-04-03,2023,Final,Oakland Athletics,Cleveland Guardians,11.0,12.0,James Kaprielian,Zach Plesac
718722,2023-04-03,2023,Final,San Diego Padres,Arizona Diamondbacks,5.0,4.0,Ryan Weathers,Ryne Nelson
718720,2023-04-03,2023,Final,Seattle Mariners,Los Angeles Angels,3.0,7.0,George Kirby,Reid Detmers
718718,2023-04-03,2023,Final,Los Angeles Dodgers,Colorado Rockies,13.0,4.0,Michael Grove,Ryan Feltner
718717,2023-04-04,2023,Final,San Diego Padres,Arizona Diamondbacks,6.0,8.0,Yu Darvish,Zac Gallen
718716,2023-04-04,2023,Final,Cincinnati Reds,Chicago Cubs,5.0,12.0,Luis Cessa,Hayden Wesneski
718714,2023-04-04,2023,Final,Miami Marlins,Minnesota Twins,1.0,0.0,Sandy Alcantara,Kenta Maeda
718715,2023-04-04,2023,Final,Washington Nationals,Tampa Bay Rays,6.0,10.0,Chad Kuhl,Josh Fleming
718710,2023-04-04,2023,Final,New York Yankees,Philadelphia Phillies,1.0,4.0,Domingo Germán,Matt Strahm
718713,2023-04-04,2023,Final,Boston Red Sox,Pittsburgh Pirates,1.0,4.0,Nick Pivetta,Roansy Contreras
718708,2023-04-04,2023,Final,Kansas City Royals,Toronto Blue Jays,1.0,4.0,Kris Bubic,Yusei Kikuchi
718712,2023-04-04,2023,Final,Milwaukee Brewers,New York Mets,9.0,0.0,Wade Miley,Max Scherzer
718711,2023-04-04,2023,Final,St. Louis Cardinals,Atlanta Braves,1.0,4.0,Steven Matz,Dylan Dodd
718709,2023-04-04,2023,Final,Texas Rangers,Baltimore Orioles,2.0,7.0,Andrew Heaney,Kyle Gibson
718705,2023-04-04,2023,Final,Houston Astros,Detroit Tigers,3.0,6.0,Framber Valdez,Matt Manning
718707,2023-04-04,2023,Final,Oakland Athletics,Cleveland Guardians,4.0,3.0,JP Sears,Shane Bieber
718706,2023-04-04,2023,Final,Seattle Mariners,Los Angeles Angels,11.0,2.0,Luis Castillo,José Suarez
718703,2023-04-04,2023,Final,Los Angeles Dodgers,Colorado Rockies,5.0,2.0,Julio Urías,Germán Márquez
718704,2023-04-05,2023,Final,Washington Nationals,Tampa Bay Rays,2.0,7.0,Patrick Corbin,Shane McClanahan
718699,2023-04-05,2023,Final,New York Yankees,Philadelphia Phillies,4.0,2.0,Gerrit Cole,Aaron Nola
718701,2023-04-05,2023,Final,Miami Marlins,Minnesota Twins,5.0,2.0,Jesús Luzardo,Pablo López
718697,2023-04-05,2023,Final,St. Louis Cardinals,Atlanta Braves,2.0,5.0,Miles Mikolas,Bryce Elder
718702,2023-04-05,2023,Final,Boston Red Sox,Pittsburgh Pirates,1.0,4.0,Corey Kluber,Mitch Keller
718698,2023-04-05,2023,Final,Milwaukee Brewers,New York Mets,7.0,6.0,Corbin Burnes,David Peterson
718694,2023-04-05,2023,Final,Texas Rangers,Baltimore Orioles,5.0,2.0,Jacob deGrom,Grayson Rodriguez
718696,2023-04-05,2023,Final,Houston Astros,Detroit Tigers,8.0,2.0,Cristian Javier,Eduardo Rodriguez
718695,2023-04-05,2023,Final,Chicago White Sox,San Francisco Giants,7.0,3.0,Dylan Cease,Logan Webb
718689,2023-04-05,2023,Final,Oakland Athletics,Cleveland Guardians,4.0,6.0,Kyle Muller,Hunter Gaddis
718691,2023-04-05,2023,Final,Seattle Mariners,Los Angeles Angels,3.0,4.0,Chris Flexen,Shohei Ohtani
718692,2023-04-05,2023,Final,Kansas City Royals,Toronto Blue Jays,0.0,3.0,Zack Greinke,Alek Manoah
718700,2023-04-05,2023,Final,Cincinnati Reds,Chicago Cubs,,,Hunter Greene,Marcus Stroman
718690,2023-04-06,2023,Final,Detroit Tigers,Boston Red Sox,3.0,6.0,Spencer Turnbull,Chris Sale
718686,2023-04-06,2023,Final,Kansas City Royals,Toronto Blue Jays,3.0,6.0,Jordan Lyles,Kevin Gausman
718687,2023-04-06,2023,Final,Chicago White Sox,San Francisco Giants,6.0,16.0,Lance Lynn,Alex Wood
718682,2023-04-06,2023,Final,Colorado Rockies,Washington Nationals,1.0,0.0,Kyle Freeland,Josiah Gray
718681,2023-04-06,2023,Final,Atlanta Braves,San Diego Padres,7.0,6.0,Spencer Strider,Blake Snell
718683,2023-04-06,2023,Final,Arizona Diamondbacks,Los Angeles Dodgers,2.0,5.0,Merrill Kelly,Dustin May
718693,2023-04-06,2023,Final,New York Mets,Miami Marlins,,,Tylor Megill,Edward Cabrera
718685,2023-04-06,2023,Final,Philadelphia Phillies,Cincinnati Reds,,,Zack Wheeler,Hunter Greene
718688,2023-04-06,2023,Final,Baltimore Orioles,New York Yankees,,,Dean Kremer,Clarke Schmidt
718684,2023-04-06,2023,Final,Minnesota Twins,Houston Astros,,,,
718693,2023-04-07,2023,Final,New York Mets,Miami Marlins,9.0,3.0,Tylor Megill,Edward Cabrera
718675,2023-04-07,2023,Final,Chicago Cubs,Texas Rangers,2.0,0.0,Marcus Stroman,Nathan Eovaldi
718685,2023-04-07,2023,Final,Philadelphia Phillies,Cincinnati Reds,5.0,2.0,Zack Wheeler,Hunter Greene
718688,2023-04-07,2023,Final,Baltimore Orioles,New York Yankees,7.0,6.0,Dean Kremer,Clarke Schmidt
718677,2023-04-07,2023,Final,Cleveland Guardians,Seattle Mariners,3.0,5.0,Aaron Civale,Logan Gilbert
718684,2023-04-07,2023,Final,Minnesota Twins,Houston Astros,3.0,2.0,Sonny Gray,José Urquidy
718679,2023-04-07,2023,Final,Pittsburgh Pirates,Chicago White Sox,13.0,9.0,Rich Hill,Lucas Giolito
718680,2023-04-07,2023,Final,San Francisco Giants,Kansas City Royals,1.0,3.0,Alex Cobb,Brad Keller
718678,2023-04-07,2023,Final,Tampa Bay Rays,Oakland Athletics,9.0,5.0,Zach Eflin,Ken Waldichuk
718676,2023-04-07,2023,Final,Atlanta Braves,San Diego Padres,4.0,5.0,Jared Shuster,Nick Martinez
718674,2023-04-07,2023,Final,Milwaukee Brewers,St. Louis Cardinals,4.0,0.0,Brandon Woodruff,Jack Flaherty
718673,2023-04-07,2023,Final,Colorado Rockies,Washington Nationals,5.0,10.0,José Ureña,MacKenzie Gore
718670,2023-04-07,2023,Final,Los Angeles Angels,Toronto Blue Jays,3.0,4.0,Patrick Sandoval,Chris Bassitt
718671,2023-04-07,2023,Final,Arizona Diamondbacks,Los Angeles Dodgers,6.0,3.0,Madison Bumgarner,Clayton Kershaw
718666,2023-04-08,2023,Final,Minnesota Twins,Houston Astros,9.0,6.0,Joe Ryan,Luis Garcia
718672,2023-04-08,2023,Final,San Francisco Giants,Kansas City Royals,5.0,6.0,Sean Manaea,Brady Singer
718669,2023-04-08,2023,Final,Chicago Cubs,Texas Rangers,10.0,3.0,Justin Steele,Martín Pérez
718668,2023-04-08,2023,Final,Philadelphia Phillies,Cincinnati Reds,3.0,2.0,Bailey Falter,Nick Lodolo
718667,2023-04-08,2023,Final,Detroit Tigers,Boston Red Sox,5.0,14.0,Joey Wentz,Tanner Houck
718665,2023-04-08,2023,Final,Tampa Bay Rays,Oakland Athletics,11.0,0.0,Jeffrey Springs,Shintaro Fujinami
718661,2023-04-08,2023,Final,New York Mets,Miami Marlins,5.0,2.0,Kodai Senga,Trevor Rogers
718663,2023-04-08,2023,Final,Cleveland Guardians,Seattle Mariners,2.0,3.0,Cal Quantrill,Marco Gonzales
718662,2023-04-08,2023,Final,Pittsburgh Pirates,Chicago White Sox,5.0,11.0,Vince Velasquez,Mike Clevinger
718664,2023-04-08,2023,Final,Baltimore Orioles,New York Yankees,1.0,4.0,Cole Irvin,Jhony Brito
718660,2023-04-08,2023,Final,Milwaukee Brewers,St. Louis Cardinals,0.0,6.0,Eric Lauer,Jordan Montgomery
718659,2023-04-08,2023,Final,Atlanta Braves,San Diego Padres,1.0,4.0,Charlie Morton,Michael Wacha
718656,2023-04-08,2023,Final,Arizona Diamondbacks,Los Angeles Dodgers,12.0,8.0,Zach Davies,Noah Syndergaard
718658,2023-04-08,2023,Final,Colorado Rockies,Washington Nationals,6.0,7.0,Austin Gomber,Trevor Williams
718657,2023-04-08,2023,Final,Los Angeles Angels,Toronto Blue Jays,9.0,5.0,Tyler Anderson,José Berríos
718652,2023-04-09,2023,Final,Philadelphia Phillies,Cincinnati Reds,4.0,6.0,Taijuan Walker,Connor Overton
718654,2023-04-09,2023,Final,Detroit Tigers,Boston Red Sox,1.0,4.0,Matthew Boyd,Kutter Crawford
718655,2023-04-09,2023,Final,Tampa Bay Rays,Oakland Athletics,11.0,0.0,Drew Rasmussen,James Kaprielian
718653,2023-04-09,2023,Final,Pittsburgh Pirates,Chicago White Sox,1.0,0.0,Johan Oviedo,Michael Kopech
718651,2023-04-09,2023,Final,Baltimore Orioles,New York Yankees,3.0,5.0,Tyler Wells,Nestor Cortes
718646,2023-04-09,2023,Final,Cleveland Guardians,Seattle Mariners,7.0,6.0,Zach Plesac,George Kirby
718647,2023-04-09,2023,Final,New York Mets,Miami Marlins,2.0,7.0,Carlos Carrasco,Braxton Garrett
718649,2023-04-09,2023,Final,Minnesota Twins,Houston Astros,1.0,5.0,Tyler Mahle,Hunter Brown
718650,2023-04-09,2023,Final,Milwaukee Brewers,St. Louis Cardinals,6.0,1.0,Freddy Peralta,Jake Woodford
718642,2023-04-09,2023,Final,Chicago Cubs,Texas Rangers,2.0,8.0,Jameson Taillon,Jon Gray
718645,2023-04-09,2023,Final,Colorado Rockies,Washington Nationals,7.0,6.0,Ryan Feltner,Chad Kuhl
718643,2023-04-09,2023,Final,San Francisco Giants,Kansas City Royals,3.0,1.0,Anthony DeSclafani,Kris Bubic
718644,2023-04-09,2023,Final,Los Angeles Angels,Toronto Blue Jays,11.0,12.0,Reid Detmers,Yusei Kikuchi
718639,2023-04-09,2023,Final,Arizona Diamondbacks,Los Angeles Dodgers,11.0,6.0,Ryne Nelson,Michael Grove
718648,2023-04-09,2023,Final,Atlanta Braves,San Diego Padres,2.0,10.0,Dylan Dodd,Seth Lugo
718640,2023-04-10,2023,Final,Minnesota Twins,Chicago White Sox,3.0,4.0,Kenta Maeda,Dylan Cease
718637,2023-04-10,2023,Final,Cleveland Guardians,New York Yankees,3.0,2.0,Shane Bieber,Domingo Germán
718635,2023-04-10,2023,Final,Baltimore Orioles,Oakland Athletics,5.0,1.0,Kyle Gibson,JP Sears
718632,2023-04-10,2023,Final,Pittsburgh Pirates,Houston Astros,2.0,8.0,Roansy Contreras,Framber Valdez
718638,2023-04-10,2023,Final,Tampa Bay Rays,Boston Red Sox,1.0,0.0,Jalen Beeks,Nick Pivetta
718633,2023-04-10,2023,Final,Philadelphia Phillies,Miami Marlins,15.0,3.0,Matt Strahm,Sandy Alcantara
718634,2023-04-10,2023,Final,New York Mets,San Diego Padres,5.0,0.0,Max Scherzer,Yu Darvish
718636,2023-04-10,2023,Final,Atlanta Braves,Cincinnati Reds,5.0,4.0,Bryce Elder,Graham Ashcraft
718628,2023-04-10,2023,Final,Chicago Cubs,Seattle Mariners,3.0,2.0,Drew Smyly,Luis Castillo
718630,2023-04-10,2023,Final,Texas Rangers,Kansas City Royals,11.0,2.0,Andrew Heaney,Zack Greinke
718629,2023-04-10,2023,Final,Colorado Rockies,St. Louis Cardinals,7.0,4.0,Germán Márquez,Steven Matz
718631,2023-04-10,2023,Final,Los Angeles Angels,Washington Nationals,4.0,6.0,José Suarez,Patrick Corbin
718627,2023-04-10,2023,Final,Arizona Diamondbacks,Milwaukee Brewers,3.0,0.0,Zac Gallen,Wade Miley
718641,2023-04-10,2023,Final,San Francisco Giants,Los Angeles Dodgers,1.0,9.0,Logan Webb,Julio Urías
718626,2023-04-11,2023,Final,Cleveland Guardians,New York Yankees,2.0,11.0,Hunter Gaddis,Gerrit Cole
718618,2023-04-11,2023,Final,Baltimore Orioles,Oakland Athletics,12.0,8.0,Grayson Rodriguez,Kyle Muller
718623,2023-04-11,2023,Final,Pittsburgh Pirates,Houston Astros,7.0,4.0,Mitch Keller,Cristian Javier
718625,2023-04-11,2023,Final,Tampa Bay Rays,Boston Red Sox,7.0,2.0,Shane McClanahan,Garrett Whitlock
718619,2023-04-11,2023,Final,Philadelphia Phillies,Miami Marlins,4.0,8.0,Aaron Nola,Jesús Luzardo
718622,2023-04-11,2023,Final,Toronto Blue Jays,Detroit Tigers,9.0,3.0,Alek Manoah,Matt Manning
718621,2023-04-11,2023,Final,New York Mets,San Diego Padres,2.0,4.0,David Peterson,Ryan Weathers
718620,2023-04-11,2023,Final,Atlanta Braves,Cincinnati Reds,7.0,6.0,Kyle Wright,Luis Cessa
718617,2023-04-11,2023,Final,Chicago Cubs,Seattle Mariners,14.0,9.0,Hayden Wesneski,Chris Flexen
718616,2023-04-11,2023,Final,Minnesota Twins,Chicago White Sox,4.0,3.0,Pablo López,Lance Lynn
718615,2023-04-11,2023,Final,Texas Rangers,Kansas City Royals,8.0,5.0,Jacob deGrom,Jordan Lyles
718613,2023-04-11,2023,Final,Colorado Rockies,St. Louis Cardinals,6.0,9.0,Kyle Freeland,Miles Mikolas
718614,2023-04-11,2023,Final,Los Angeles Angels,Washington Nationals,2.0,0.0,Shohei Ohtani,Josiah Gray
718611,2023-04-11,2023,Final,Arizona Diamondbacks,Milwaukee Brewers,1.0,7.0,Merrill Kelly,Corbin Burnes
718624,2023-04-11,2023,Final,San Francisco Giants,Los Angeles Dodgers,5.0,0.0,Alex Wood,Dustin May
718608,2023-04-12,2023,Final,Pittsburgh Pirates,Houston Astros,0.0,7.0,Rich Hill,José Urquidy
718610,2023-04-12,2023,Final,New York Mets,San Diego Padres,5.0,2.0,Tylor Megill,Blake Snell
718605,2023-04-12,2023,Final,Minnesota Twins,Chicago White Sox,3.0,1.0,Sonny Gray,Lucas Giolito
718604,2023-04-12,2023,Final,Cleveland Guardians,New York Yankees,3.0,4.0,Peyton Battenfield,Clarke Schmidt
718606,2023-04-12,2023,Final,Chicago Cubs,Seattle Mariners,2.0,5.0,Marcus Stroman,Logan Gilbert
718607,2023-04-12,2023,Final,Colorado Rockies,St. Louis Cardinals,4.0,7.0,José Ureña,Jack Flaherty
718598,2023-04-12,2023,Final,Arizona Diamondbacks,Milwaukee Brewers,7.0,3.0,Drey Jameson,Janson Junk
718609,2023-04-12,2023,Final,Philadelphia Phillies,Miami Marlins,2.0,3.0,Zack Wheeler,Edward Cabrera
718602,2023-04-12,2023,Final,Los Angeles Angels,Washington Nationals,3.0,2.0,Griffin Canning,MacKenzie Gore
718599,2023-04-12,2023,Final,Baltimore Orioles,Oakland Athletics,4.0,8.0,Dean Kremer,Ken Waldichuk
718600,2023-04-12,2023,Final,Tampa Bay Rays,Boston Red Sox,9.0,7.0,Taj Bradley,Chris Sale
718603,2023-04-12,2023,Final,Toronto Blue Jays,Detroit Tigers,4.0,3.0,Kevin Gausman,Eduardo Rodriguez
718601,2023-04-12,2023,Final,Atlanta Braves,Cincinnati Reds,5.0,4.0,Spencer Strider,Hunter Greene
718595,2023-04-12,2023,Final,Texas Rangers,Kansas City Royals,1.0,10.0,Nathan Eovaldi,Brad Keller
718612,2023-04-12,2023,Final,San Francisco Giants,Los Angeles Dodgers,5.0,10.0,Alex Cobb,Clayton Kershaw
718596,2023-04-13,2023,Final,Baltimore Orioles,Oakland Athletics,8.0,7.0,Cole Irvin,Adam Oller
718594,2023-04-13,2023,Final,Tampa Bay Rays,Boston Red Sox,9.0,3.0,Jeffrey Springs,Corey Kluber
718597,2023-04-13,2023,Final,Cincinnati Reds,Philadelphia Phillies,6.0,2.0,Nick Lodolo,Bailey Falter
718590,2023-04-13,2023,Final,New York Yankees,Minnesota Twins,2.0,11.0,Jhony Brito,Joe Ryan
718593,2023-04-13,2023,Final,Toronto Blue Jays,Detroit Tigers,1.0,3.0,Chris Bassitt,Spencer Turnbull
718591,2023-04-13,2023,Final,St. Louis Cardinals,Pittsburgh Pirates,0.0,5.0,Jordan Montgomery,Vince Velasquez
718589,2023-04-13,2023,Final,San Diego Padres,Milwaukee Brewers,3.0,4.0,Nick Martinez,Colin Rea
718585,2023-04-14,2023,Final,Detroit Tigers,San Francisco Giants,7.0,5.0,Joey Wentz,Sean Manaea
718586,2023-04-14,2023,Final,Cincinnati Reds,Philadelphia Phillies,3.0,8.0,Connor Overton,Taijuan Walker
718584,2023-04-14,2023,Final,Miami Marlins,Arizona Diamondbacks,5.0,1.0,Trevor Rogers,Madison Bumgarner
718592,2023-04-14,2023,Final,Washington Nationals,Cleveland Guardians,3.0,4.0,Trevor Williams,Cal Quantrill
718588,2023-04-14,2023,Final,New York Yankees,Minnesota Twins,3.0,4.0,Nestor Cortes,Louis Varland
718587,2023-04-14,2023,Final,Toronto Blue Jays,Tampa Bay Rays,6.0,3.0,José Berríos,Drew Rasmussen
718580,2023-04-14,2023,Final,Boston Red Sox,Los Angeles Angels,5.0,3.0,Tanner Houck,Patrick Sandoval
718583,2023-04-14,2023,Final,Chicago White Sox,Baltimore Orioles,3.0,6.0,Mike Clevinger,Tyler Wells
718581,2023-04-14,2023,Final,Houston Astros,Texas Rangers,2.0,6.0,Luis Garcia,Martín Pérez
718579,2023-04-14,2023,Final,Kansas City Royals,Atlanta Braves,3.0,10.0,Brady Singer,Charlie Morton
718582,2023-04-14,2023,Final,St. Louis Cardinals,Pittsburgh Pirates,3.0,0.0,Jake Woodford,Johan Oviedo
718578,2023-04-14,2023,Final,Oakland Athletics,New York Mets,6.0,17.0,James Kaprielian,Kodai Senga
718574,2023-04-14,2023,Final,San Diego Padres,Milwaukee Brewers,2.0,11.0,Michael Wacha,Eric Lauer
718575,2023-04-14,2023,Final,Los Angeles Dodgers,Chicago Cubs,2.0,8.0,Noah Syndergaard,Justin Steele
718577,2023-04-14,2023,Final,Seattle Mariners,Colorado Rockies,5.0,3.0,Tommy Milone,Austin Gomber
718572,2023-04-15,2023,Final,New York Yankees,Minnesota Twins,6.0,1.0,Domingo Germán,Tyler Mahle
718571,2023-04-15,2023,Final,Detroit Tigers,San Francisco Giants,7.0,6.0,Michael Lorenzen,Anthony DeSclafani
718570,2023-04-15,2023,Final,Chicago White Sox,Baltimore Orioles,7.0,6.0,Michael Kopech,Kyle Gibson
718568,2023-04-15,2023,Final,St. Louis Cardinals,Pittsburgh Pirates,3.0,6.0,Steven Matz,Roansy Contreras
718569,2023-04-15,2023,Final,Toronto Blue Jays,Tampa Bay Rays,5.0,2.0,Yusei Kikuchi,Calvin Faucher
718573,2023-04-15,2023,Final,Washington Nationals,Cleveland Guardians,4.0,6.0,Chad Kuhl,Zach Plesac
718560,2023-04-15,2023,Final,San Diego Padres,Milwaukee Brewers,10.0,3.0,Seth Lugo,Freddy Peralta
718565,2023-04-15,2023,Final,Oakland Athletics,New York Mets,2.0,3.0,Shintaro Fujinami,Carlos Carrasco
718576,2023-04-15,2023,Final,Boston Red Sox,Los Angeles Angels,9.0,7.0,Nick Pivetta,Tyler Anderson
718566,2023-04-15,2023,Final,Cincinnati Reds,Philadelphia Phillies,13.0,0.0,Graham Ashcraft,Matt Strahm
718563,2023-04-15,2023,Final,Kansas City Royals,Atlanta Braves,3.0,9.0,Kris Bubic,Bryce Elder
718567,2023-04-15,2023,Final,Miami Marlins,Arizona Diamondbacks,3.0,2.0,Braxton Garrett,Ryne Nelson
718562,2023-04-15,2023,Final,Houston Astros,Texas Rangers,8.0,2.0,Hunter Brown,Jon Gray
718564,2023-04-15,2023,Final,Los Angeles Dodgers,Chicago Cubs,2.0,1.0,Michael Grove,Jameson Taillon
718561,2023-04-15,2023,Final,Seattle Mariners,Colorado Rockies,9.0,2.0,George Kirby,Ryan Feltner
718559,2023-04-16,2023,Final,Boston Red Sox,Los Angeles Angels,2.0,1.0,Garrett Whitlock,Reid Detmers
718555,2023-04-16,2023,Final,Washington Nationals,Cleveland Guardians,7.0,6.0,Patrick Corbin,Shane Bieber
718557,2023-04-16,2023,Final,New York Yankees,Minnesota Twins,2.0,0.0,Gerrit Cole,Pablo López
718556,2023-04-16,2023,Final,Toronto Blue Jays,Tampa Bay Rays,1.0,8.0,Alek Manoah,Shane McClanahan
718554,2023-04-16,2023,Final,Cincinnati Reds,Philadelphia Phillies,3.0,14.0,Luis Cessa,Aaron Nola
718550,2023-04-16,2023,Final,Miami Marlins,Arizona Diamondbacks,0.0,5.0,Sandy Alcantara,Zac Gallen
